s_id_1,w_id_1,sentence_1,s_id_2,w_id_2,sentence_2,s_id_3,w_id_3,sentence_3,s_id_4,w_id_4,sentence_4,s_id_5,w_id_5,sentence_5,s_id_6,w_id_6,sentence_6,s_id_7,w_id_7,sentence_7,s_id_8,w_id_8,sentence_8,s_id_9,w_id_9,sentence_9,s_id_10,w_id_10,sentence_10
1082_39 ,A2B7ZM74TEBLKP ,Oxygen in the atmosphere formed as a result of Photosynthesis and it was converted to Ozone in the upper atmosphere.,1082_40 ,A2B7ZM74TEBLKP ,Eukaryotes are organisms formed by complex structures of smaller cells within bigger membranes.,1082_41 ,A2B7ZM74TEBLKP ,Gradually&#44; the population of single-celled organisms grew very large and the organisms became increasingly dependent on each other. The cells became function specific.,1082_42 ,A2B7ZM74TEBLKP ,Hence multicellular organisms were born.,1082_43 ,A2B7ZM74TEBLKP ,The ozone created in Earth&#39;s atmosphere slowly created a protective shield around the planet. Ozone sealed off Earth&#44; making it safe for life&#44; from the Ultra-violet rays of the Sun.,1082_44 ,A2B7ZM74TEBLKP ,After that&#44; life developed and spread on the planet/,10824_0 ,A1ZSKDWK3U7KKR ,Ottoman Empire or Ottoman Caliphate (Ottoman Turk language: Wealth of Osman&#44; Turk language: Osmanli Devleti) was a Empire lasting from the year 1299 to 1922 AD&#44; whose rulers were Turks.,10824_2 ,A1ZSKDWK3U7KKR ,The borders of this great Empire were stretched as far as the Strait of Gibraltar in the west&#44; Caspian Sea &amp; Persian Gulf in the east&#44; Austrian border to the north&#44; Sudan&#44; Somalia and Yemen in the south as well as Slovakia and Crimea (modern day Ukraine).,10824_3 ,A29T1GZFGRLWDM ,Besides Moldovia&#44; Transelvania and Vilachia&#44; it had 29 provinces,10824_5 ,A1ZSKDWK3U7KKR ,From beginning to the zenith (1299-1453 AD)
10824_6 ,A1ZSKDWK3U7KKR ,Anarchy spread in Anatolia after the end of the Seljuk Empire. Several landlords formed their own autonomous states&#44; which were known as &#39;Ghazi Emirates (states)&#39;.,10824_7 ,A1ZSKDWK3U7KKR ,By 1300 AD&#44; the rapidly declining Byzantine Empire lost many of her Anatolian provinces to these Ghazi emirates.,10824_8 ,A1ZSKDWK3U7KKR ,One of those states was situated in Western Anatolia near his own city&#44; whose lord was Osman I.,10824_9 ,A1ZSKDWK3U7KKR ,It is said that when Artughral migrated to Anatolia&#44; he found the two sides fighting each other&#44; one of whom was greater in numbers while the other one smaller. Due to his sympathetic nature&#44; Artughral helped the weaker side and jumped into the war along with 400 knights.,1086_10 ,A1ZSKDWK3U7KKR ,Many Muslim leaders persuaded Jinnah to return to Hindustan in 1934 and to reorganize Muslim League.,1086_12 ,A1ZSKDWK3U7KKR ,Muslim League won various Muslim seats during the 1946 elections&#44; and Jinnah began his campaign to establish Pakistan. In reaction to this&#44; supporters of Congress organized sectarian riots in the south Asia.,1086_13 ,A1ZSKDWK3U7KKR ,After the failure of all attempts for the alliance of Muslim League and Congress,1086_14 ,A1ZSKDWK3U7KKR ,Eventually&#44; Britain had to accept the demand to liberate Pakistan and India.,1086_15 ,A1ZSKDWK3U7KKR ,As the Governor General of Pakistan&#44; Jinnah worked hard for the settlement of hundred of thousands of refugees&#44; country&#39;s internal and external policy&#44; protection and economic development.,1086_18 ,A1ZSKDWK3U7KKR ,A photograph from Jinnah&#39;s youth&#44; in traditional clothes
1086_19 ,A1ZSKDWK3U7KKR ,He was born on 25th December&#44; 1876&#44; in the &#39;Wazir Mansion&#39; in Karachi&#44; Sindh (which was then a part of Bombay).,1086_20 ,A1ZSKDWK3U7KKR ,His birth name was Muhammad Ali Jinnah.,1086_21 ,A29T1GZFGRLWDM ,Even though the childhood school records suggest Jinnah&#39;s date of birth as 20th October 1875&#44; but later Jinnah himself told that his date of birth was 25th December 1876,1086_22 ,A29T1GZFGRLWDM ,He was his father Poncha Jinnah&#39;s (1857-1901) eldest of 7 kids,1086_23 ,A29T1GZFGRLWDM ,His father was a rich trader of Gujrat who moved to Karachi from Kathiawar a short while before Jinnahs birth,1086_25 ,A29T1GZFGRLWDM ,Earlier on this family migrated and settled close to Multan in Sahiwal,1086_26 ,A29T1GZFGRLWDM ,According to some sources it has also been established that Jinnahs great grandparents belonged to Sahiwal&#44; Punjab and were the Hindu Rajputs who later became Muslims,1086_27 ,A29T1GZFGRLWDM ,Jinnahs other siblings included 3 brothers and 3 sisters. Brothers were Ahmed Ali&#44; Banday Ali and Rehmat Ali&#44; whereas the sisters included Maryam Jinnah&#44; Fatima and Shireen Jinnah,1086_28 ,A29T1GZFGRLWDM ,Jinnahs family were Shia&#39;s&#44; but Jinnah himself moved to another sect of the Shia&#39;ute caste,1086_29 ,A3AH3NPF2NG7F4 ,His mother tongue was Gujarati but with the passage of time he started to speak Hindi&#44; Urdu and English.
1086_30 ,A3AH3NPF2NG7F4 ,Young Jinnah was a restless student who got education in many educational institutions.,1086_44 ,A1WYSSW33M2FZ2 ,During the last days of his stay in England&#44; Jinnah came under great pressure due to the destruction of his father&#39;s business.,1086_45 ,A1ZSKDWK3U7KKR ,He came back from Britain and started practicing law in Mumbai. Very soon&#44; he became a famous lawyer.,1086_46 ,A1ZSKDWK3U7KKR ,The win in the political case of Sir Feroz Shah especially increased him fame.,1086_47 ,A1WYSSW33M2FZ2 ,This case was filed in the high court of Bombay in 1905&#44; in which Jinnah prosecuted Sarfeeroz Shah and victory also came in Jinnah&#39;s portion.,1086_48 ,A1ZSKDWK3U7KKR ,Jinnah had a house constructed in Malabar situated in south Mumbai&#44; which later became known as &quot;Jinnah House&quot;.,1086_50 ,A1ZSKDWK3U7KKR ,While presiding over that case and speaking in favor of his client&#44; Jinnah stated that if an Indian talks about a free and autonomous government is his own country&#44; then it does not come in the category of peace disruption or treason. Despite of that&#44; Bal Gangadhar was sentenced to prison time with labor.,1086_55 ,A208WQ9BXC6F6S ,Muhammad Ali Jinnah as a young lawyer.,1086_56 ,A1ZSKDWK3U7KKR ,Jinnah joined in the Indian National Congress in 1896&#44; which was at that time the biggest political party of India. But rather than only preaching freedom like the other leaders of Congress&#44; he proclaimed the British influence over India&#39;s education&#44; law&#44; culture and industry as beneficial for India.,1086_67 ,A3AH3NPF2NG7F4 ,In their opinion the right way was to use legal and constitutional weapons.
1086_68 ,A3AH3NPF2NG7F4 ,That is why they participated in the movements of that time whose philosophy was in accordance with their thoughts.,1086_69 ,A37MH3I3SYW9SR ,Which is Indian National Congress and Home Rule League,1086_70 ,A37MH3I3SYW9SR ,During this period&#44; All India Muslim League became an important political party.,1086_71 ,A29T1GZFGRLWDM ,Mr Jinnah participated in this party as the Muslims representative,1086_72 ,A29T1GZFGRLWDM ,Considering the different religions and their importance&#44; MR Jinnah was aware that for things to work out successfully people from both religions will need to work as one,1086_73 ,A37MH3I3SYW9SR ,That is why he tried to unite two biggest nations of Hindustan&#44; that are&#44; Muslims and Hindu.,1086_76 ,A29T1GZFGRLWDM ,In order to solve the Hindu Muslim problems&#44; in 1929 in delhi&#44; Mr Jinnah presented his 14 points agenda in the Congress in response to Nehru&#39;s report. This was the stepping stone of the Pakistan Movement,1086_78 ,A3AH3NPF2NG7F4 ,The forthcoming constitution of India will be of Federal nature.,1086_79 ,A3AH3NPF2NG7F4 ,All provinces will have equal autonomy at equal levels.,1086_80 ,A25L9IW94S2H6G ,Law making assemblies will be so oriented so that the minorities have proper representation in each province and that majorities are not confused with minorities on equal right basis.
1086_81 ,A25L9IW94S2H6G ,Muslims should be given one third representation in central assembly.,1086_82 ,A25L9IW94S2H6G ,Every religion should have the right of separate elections.,1086_83 ,A3AH3NPF2NG7F4 ,Any such scheme will not be formed in provinces through which Muslim majority gets affected in Punjab&#44; Frontier and Bengal province.,1086_84 ,A25L9IW94S2H6G ,Every nation and civilization should have the freedom to practice their religion&#44; culture&#44; spiritual acts&#44; gathering and conscience.,1086_85 ,A25L9IW94S2H6G ,Law making assemblies should not be able to pass a resolution until it is voted by three fourth of the majority of a particular race as in their common interest.,1086_87 ,AYIJAFPUE2LRY ,reforms be implemented in the province of NWFP and in the province of Baluchistan like in other provinces.,1086_88 ,A29T1GZFGRLWDM ,Muslims should be given ample opportunities in Government jobs and private firms,1086_89 ,A3AH3NPF2NG7F4 ,The safety of culture&#44; education&#44; language&#44; religion&#44; laws and their welfare institutions must be guaranteed in the constitution.,1086_90 ,A29T1GZFGRLWDM ,The provinces should have ministries where the number of ministers should be at least 1/3rd  Muslim,1086_91 ,A29T1GZFGRLWDM ,India should not change the national constitution without the prior approval of the provinces and states
1086_96 ,A3AH3NPF2NG7F4 ,Opinions of Qauid-e-Azam&#39;s contemporaries.,1086_97 ,A25L9IW94S2H6G ,Intellect Shabeer Ahmad Usmani;,1104_10 ,A29T1GZFGRLWDM ,hokaido&#44; Tohoko&#44; Hokoriko&#44; Kanto&#44; Chobo&#44; Kenki&#44; Chogoko&#44; Shikoko&#44; Kyosho&#44; Ryoko,1104_11 ,A29T1GZFGRLWDM ,Nearly 3% of the country&#39;s land consists of mountains. They are spread over all islands.The highest mountain is Fuji (also called saan under special circumstances) which is 3776 metres high. It is located in a volcanic area of Japan which is why many earthquakes come here which are also the reason for the tsunami&#39;s. Due to the volcano&#44; many hot water pockets exist here and are the best tourist spots as well,1104_13 ,A1ZSKDWK3U7KKR ,There is a Parliamentary democracy in Japan&#44; but the country is owned by the Emperor of Japan. His Highness the Emperor resides in the Japanese Royal Palace.,1104_16 ,A29T1GZFGRLWDM ,Very few Muslims live here&#44; but mosques do exist here. The Kobe mosque is the oldest and most famous,1104_18 ,A29T1GZFGRLWDM ,Tahir Shah Afridi is employed by the national broadcast corporation. His subject in Japanese http://gmkhawar,1104_19 ,A29T1GZFGRLWDM ,news site) has been published and is being published with the permission of Mr Afridi,1104_22 ,A29T1GZFGRLWDM ,Just like other nations&#44; there are many stories about the beginning of Japan,1104_23 ,A29T1GZFGRLWDM ,It is said that the Lord of the Heavens sent two people&#44; Aizanagay and his wife Aizanamay to their land. And they created this beautiful country from the sea
1104_24 ,A1ZSKDWK3U7KKR ,An archaeologist and his deputies claimed the existence of some Stone Age era artifacts. However&#44; this couldn&#39;t be verified through later research.,1104_26 ,A1ZSKDWK3U7KKR ,It is determined by turning the pages of history that Jomon era existed there from 14000 BC to 300 BC. From the artifacts of that era&#44; it is determined that those people used items made from stone&#44; sea shells&#44; wood and leather&#44; and mostly depended upon the hunting of wildlife or marine life.,1104_28 ,A19B5AHVCXP765 ,Some anthropology experts claims that island inhabitants of Hokkaido and Honshu the Ainu tribes are the actual ancient people of this place.,1104_29 ,A29T1GZFGRLWDM ,These people have big eyes and have hairy chests&#44; whereas the current Japenese people have few hair on their chests,1104_30 ,A1ZSKDWK3U7KKR ,It is said that Ayeno is a racial group in the eastern Siberian region of modern day Russia.,1104_31 ,A29T1GZFGRLWDM ,Now the Ino Tribes are only in Hokaido&#44; and it is said that they number 20&#44;000 in total,1104_32 ,A29T1GZFGRLWDM ,Most of their people have amalgamated with the Japanese,1104_33 ,A1ZSKDWK3U7KKR ,Because China and Korea are also present around Japan&#44; it is said that these two nations have had a big influence over the Japanese.,1104_34 ,A1ZSKDWK3U7KKR ,For example&#44; it has been determined by the artifacts including sewing fabric&#44; cultivation of rice&#44; Shaman rituals and iron and bronze tools dug out through the archaeological digging about the Yayuae period (approximately 300 BC-250 AD)&#44; that this art has reached here through Chinese and Korean people. In fact&#44; there is evidence that rice cultivation had started in 8000 BC (approximately?) in the surrounding regions of the famous Chinese river Yangtze&#44; and reached the land of Japan in 1000 BC (approximately?).,1104_35 ,A1ZSKDWK3U7KKR ,Yayuae race invaded en masse from the direction of Korea.
1104_36 ,A29T1GZFGRLWDM ,They fought many wars against the Ino tribe,1104_37 ,A29T1GZFGRLWDM ,Their economic era is considered to be the beginning of feudalism,1104_38 ,A1ZSKDWK3U7KKR ,Nobility held sway over the real estate&#44; while peasants and slaves performed irrigation.,1104_50 ,A39DT9DGR2XZF6 ,We get the history of Japanese documentation from 57 AD&#44; which is also evident in the Chinese state documents,1104_51 ,A39FCCRBQ8Q4ST ,While Chinese record too confirms the same&#44; however&#44; they differ a very little in terms of dates and events.,1104_53 ,A3G47CAV3O0ELG ,It is written in history that Kufan period was started around 250 A.d,1104_54 ,A3G47CAV3O0ELG ,this was the period of powerful army states,1104_55 ,A39FCCRBQ8Q4ST ,This era had witnessed both countries collecting resources right from wealth to arms and ammunition&#44; which can help them defend each other.,1104_56 ,A39DT9DGR2XZF6 ,The group had horses and they were equipped with all kinds of weapons of war,1104_57 ,A39DT9DGR2XZF6 ,The addition of latest skills and techniques in the Army of Kufan state made them popular in the entire East
1104_58 ,A39FCCRBQ8Q4ST ,Both China and Japan adopted the new techniques and modern method&#44; techniques of warfare&#44; and armed struggle&#44; thus both seemed moving towards development however&#44; it was done for destruction.,1104_59 ,A3G47CAV3O0ELG ,In that period one powerful group Yamato was also there that&#39;s why so many west historians called it as a period of Yamato,1104_60 ,A1WYSSW33M2FZ2 ,In this era&#44; people of both Buddhism and Confucianism creeds were present.,1104_62 ,A1WYSSW33M2FZ2 ,Relationships were built with three kingdoms of Korea.,1104_64 ,A1WYSSW33M2FZ2 ,Western Korea&#39;s King&#44; Pakji sent gifts and presents and requested help from the neighboring areas.,1104_65 ,A1WYSSW33M2FZ2 ,In exchange of this help&#44; Japan was given gold and stones as presents and along with this&#44; Chinese language dictionaries. And sent their intellectuals to help Japanese learn writing.,1104_66 ,A1ZURC66XJCIKQ ,Since the way of writing of Chinese was difficult&#44; therefore Japanese&#39;s formed their own way of writing.,1104_68 ,A1WYSSW33M2FZ2 ,In the year 538&#44; the era of Asuka had started.,1104_69 ,A1WYSSW33M2FZ2 ,Political reforms had begun and art and culture started progressing.,1104_70 ,A1ZSKDWK3U7KKR ,Buddhism had been introduced into Japan through Korea&#44; which greatly affected the Japanese society.
1104_71 ,A1ZSKDWK3U7KKR ,Now the country became known as &#39;Nihon&#39; instead of &#39;Wa&#39;.,1104_72 ,A1ZSKDWK3U7KKR ,At that time&#44; China was being ruled by Tang dynasty&#44; and very deep and close relationships were developed between them and Japan.,1104_74 ,A29T1GZFGRLWDM ,Prince Shotoko dedicated himself to Buddhism&#44; which changed Japanese society and resulted in peace and prosperity,1104_76 ,A29T1GZFGRLWDM ,Nara rule began in Japan in the 8th century,1104_77 ,A29T1GZFGRLWDM ,Prior to this it was a common tradition that when the King or Queen died in the castle&#44; then to avoid the spirit of the dead&#44; the castle was vacated and a new one constructed. Not only was this an expensive job but also very difficult,1104_78 ,A1ZSKDWK3U7KKR ,Eventually the Japanese thought that Chinese kings also die but they do not desert their castles or capitals. So a new and permanent capital was constructed at Nara in 710 AD.,1104_79 ,A1ZSKDWK3U7KKR ,This was modeled after Chang An - known as Shian nowadays - which was the capital during the reign of Tang.,11384_0 ,AFC08TAOJ8GXN ,Sun is a star located in the center of  Solar planetary system.,11384_1 ,A29T1GZFGRLWDM ,The earth&#44; other planets&#44; satellites and other things are travel around the sun,11384_2 ,A3AH3NPF2NG7F4 ,The mass of sun is approximate 99 percent of the mass of solar system.
11384_4 ,A29T1GZFGRLWDM ,The Sun&#39;s average distance from the Earth is 14&#44;95&#44;98&#44;000 kilometres and its light takes 8 minutes 19 seconds to reach the Earth,11384_5 ,A29T1GZFGRLWDM ,However this distance doesnt remain the same throughout the year,11384_7 ,A3AH3NPF2NG7F4 ,The energy coming from sun in the form of sunlight provides food to all the life on earth through photosynthesis.,11384_8 ,A3G47CAV3O0ELG ,and reason for change of climate on earth,11384_9 ,A29T1GZFGRLWDM ,The surface of the sun is primarily made of Hydrogen and Helium,11958_2 ,A3AH3NPF2NG7F4 ,Sultan Salahuddin Ayyubi was the founder of the state.,11958_3 ,A3AH3NPF2NG7F4 ,He was not only one of the most famous conquerer and ruler of Islamic history but also of world history.,11958_4 ,A3AH3NPF2NG7F4 ,He was born in present Iraq city Tikrit in 1138.,11958_6 ,A29T1GZFGRLWDM ,Salahuddin Ayubi is not only respected by Muslims but also by Christians for his bravery&#44; intelligence&#44; beautiful nature and piety,11958_7 ,A1B6VQGOT2G4TL ,Salahuddin is known as the conqueror of the &#39;Holy Lands&#39;.In 1187 AD he  defeated the combined forces of the Europeans to liberate the &#39;Holy Lands&#39; from their possession.
11958_9 ,A1B6VQGOT2G4TL ,Sultan Salahuddin&#44;ethnically a Kurd&#44;was born in 1138 AD in a portion of Kurdistan which presently forms part of Iraq.,12144_1 ,A29T1GZFGRLWDM ,This is published in 11 cities of Pakistan which include Lahore&#44; Islamabad&#44; Karachi&#44; Peshawar&#44; Quetta&#44; Multan&#44; Faisalabad&#44; Gujranwala&#44; Sargodha&#44; Rahim Yar Khan and Sukkur,12144_2 ,A29T1GZFGRLWDM ,This is published by Century Publications (Private) Limited,12144_3 ,A208WQ9BXC6F6S ,Express&#39;s forums are read the most amongst Urdu newspapers.,12144_4 ,A29T1GZFGRLWDM ,These columns are written by the following writers,12218_1 ,A29T1GZFGRLWDM ,A view of a cricket match. The white strip in the middle is the pitch,12218_2 ,A29T1GZFGRLWDM ,Cricket is such a sport which is played between 2 teams of 11 players,12218_3 ,A3DO7MTDWH7MN2 ,This game played with bat and ball and the field is a oval shape,12218_5 ,A29T1GZFGRLWDM ,On both sides of the pitch are 3 wooden sticks each which are called the wickets,12218_6 ,A29T1GZFGRLWDM ,One player from the onfield team&#44; who is called the bowler rolls his arm over and bowls the bowl on the pitch towards the batsman
12218_7 ,A29T1GZFGRLWDM ,Usually the ball bounces once before reaching the batsman&#44; who defends his wicket,12218_8 ,A29T1GZFGRLWDM ,The other batsman who is called the non striker stands at the end where the bowler is bowling from,12406_0 ,A1ZSKDWK3U7KKR ,Yazid Bin Mua&#39;avia (Full Name: Yazid Bin Mua&#39;avia Bin Abu Sufian Bin Harab Bin Omayyad al Umvi al Damishqi) was the second caliph of Omayyad dynasty.,12406_1 ,A1ZSKDWK3U7KKR ,He was born on 23rd July&#44; 645 AD&#44; during the caliphate of Hazrat Osman.,12406_2 ,A1ZSKDWK3U7KKR ,His mother&#39;s name was Meson&#44; and she was a Christian of Syrian Kalbi tribe. After Ameer Mua&#39;avia&#44; he controlled the seat of caliphate from 680-683 AD.,12406_4 ,A1ZSKDWK3U7KKR ,When the head of Hazrat Hussein was brought to the court of Yazid&#44; he read poetry after viewing the head&#44; that &#39;today we&#39;ve avenged Badr and Ahud (two wars between Muslims and pagans during the early Islamic era)&#39;.,12406_6 ,A1ZSKDWK3U7KKR ,According to further accounts&#44; he ordered for his martyrdom and specifically handed this responsibility over to Abdullah Ibne Ziad. He expressed happiness when the head of Hazrat Hussein was brought in front of him and imprisoned his family.,12406_7 ,A39DT9DGR2XZF6 ,During this era&#44; the efforts to crush the movement of Abullah Ibne Hanzal was seen wherein a mass murder in Madina was evident&#44; moreover&#44; Abdullah Ibne Zaid too was targeted near Kabah by the people there.,12406_8 ,A39DT9DGR2XZF6 ,Yazid Maviya at the age of 30 after the death of his father took the resigns of Caliphate in his control.,12406_9 ,A39DT9DGR2XZF6 ,During the caliphate of Yazid&#44; Muslims suffered several setbacks. Yazid restored Uqba ibn Nafi as the governor of North Africa. Uqba won battles against the Berbers and Byzantines.From there Uqba marched on thousands of miles westward towards Tangier&#44; where he reached the Atlantic coast&#44; and then marched eastwards through the Atlas Mountains.
12417_2 ,AXKRPHR8SBJNJ ,Adolf Hitler was born on April 20 1889 A.D. to a poor family in Austria.,12417_4 ,AXKRPHR8SBJNJ ,He did not get the admission in to the college of fine arts at Vienna&#44; the capital of Austria&#44; just because he was unfit for that.,12417_5 ,AXKRPHR8SBJNJ ,In 1913 A.D&#44; Hitler returned Germany&#44; Where he fought as a common soldier for Germany in first World war&#44; so he did not get any promotion in army because officers did not find any leadership ability in him.,12417_6 ,A29T1GZFGRLWDM ,In 1919&#44; Hitler became a part of Germany&#39;s workers party which became the National Socialist German Workers Party (NAZI) in 1920,12417_8 ,AZMCPOS91CH8N ,In 1930 elections&#44; Nazi Party had become the second largest party in the country.,12417_9 ,A29T1GZFGRLWDM ,In the elections of 1933 the party could not establish a majority but the President allowed Hitler to establish Government as it was the biggest party&#44; and Hitler became the country&#39;s chancellor,14384_2 ,A29T1GZFGRLWDM ,The European Union is an alliance of 27 european countries,14384_3 ,A29T1GZFGRLWDM ,It was formed for political and social reasons,14384_5 ,A25L9IW94S2H6G ,European countries formed a union on political and economic grounds due to the following reasons:,14384_6 ,A25L9IW94S2H6G ,To save Europe from a third war after the first and second world war.
14384_7 ,A29T1GZFGRLWDM ,In order to challenge United States of America power as a combined power,14384_9 ,A25L9IW94S2H6G ,After the second world war&#44; European countries wanted to live in peace and help each other economically.,15200_1 ,A29T1GZFGRLWDM ,Microsoft produced its first operating system by the name of Windows in 1985 when the use of Graphical User Interfaces (GUI&#39;s) was increasing,15568_1 ,AFC08TAOJ8GXN ,Bulgaria and Romania  joined in European Union on 1st January.,15568_5 ,A2KJ7A30NJYY1K ,Moon became secretary general of United Nations after Kofi Annan,15568_7 ,A29T1GZFGRLWDM ,Angola has joined the World Oil organisation&#44; OPEC.,15568_9 ,APH5QH4BC1AXB ,America and Somalian government criticize the Islamic organization.,18661_4 ,A2KMRPCKI6YGYK ,this book in sanskrit known as a knowledge of love,18661_5 ,A3DO7MTDWH7MN2 ,This book is written by taking in account all aspect of sex,18661_6 ,A3DO7MTDWH7MN2 ,Kama meaning is wish and sutra mean is thread or the conversation which is embeded with hands
18661_7 ,ABXK6XUTJTJ9E ,In the time of sathra this book is knows yoga sathram.,18661_8 ,AG1D5L9BVQHIR ,the original name of kaama sastra is watasayana kama sastra,18661_9 ,ABXK6XUTJTJ9E ,Its is told that its is written in Sanskrit Language.,2081_10 ,A3AH3NPF2NG7F4 ,Allama Iqbal was born on 9th November 1877 ( According to 3 Zeeqad 1294) in the city of Sialkot of British India in the home of Noor Mohammed.,2081_13 ,A29T1GZFGRLWDM ,His great grandparents migrated from Kashmir to Sialkot in the end of the 18th or early 19th century&#44; and established themselves in the area of Khaitian,2081_15 ,A3AH3NPF2NG7F4 ,Allama obtained his early education in Sialkot and did matriculation from Mission High School and passed F.A exams from Murray College.,2081_16 ,A29T1GZFGRLWDM ,In his time as a student he had tutros such as Mir Hassan&#44; who developed his skills,2081_17 ,A29T1GZFGRLWDM ,And helped him in developing clarity in his thinking,2081_18 ,A29T1GZFGRLWDM ,This is where you developed an interest in poetry,2081_19 ,A3S5PMYT9YFFDY ,And Mowlwi Meer Hasan had a big role to play in increasing that desire.
2081_21 ,A3S5PMYT9YFFDY ,After doing FA&#44; he went to Lahore for his higher studies&#44; and he passed the BA and MA examinations from the government college in Lahore. Here he found capable and loving teachers like professor Arnold&#44; who did everything they could to guide their student.,2081_23 ,A3S5PMYT9YFFDY ,In 1905&#44; Allamah Iqbal went to England for higher studies&#44; and enrolled in Cambridge university&#44; and took the guidance of able teachers like professor Brown.,2081_26 ,A3S5PMYT9YFFDY ,Initially&#44; after doing his MA&#44; he taught in Oriental College&#44; Lahore&#44; but he later on became a full time barrister.,2081_27 ,A29T1GZFGRLWDM ,Besides being a lawyer he continued writing poetry and took full part in political movements,2081_28 ,APH5QH4BC1AXB ,In 1922 he was given the title of Sir by government.,2081_32 ,A1WYSSW33M2FZ2 ,In 1926&#44; he was selected as a member of the Punjab Legislative Assembly.,2081_33 ,A29T1GZFGRLWDM ,He was hopeful of an independent country and took part in political rallies,2081_34 ,A1WYSSW33M2FZ2 ,Joined Muslim League and was appointed as the president of All India Muslim League. His famous presidential address of Allahabad holds historic importance. In this address&#44; he presented the concept of Pakistan.,2081_35 ,A1WYSSW33M2FZ2 ,In 1931&#44; he participated in the Round table conference and represented the Muslims.,2081_36 ,A29T1GZFGRLWDM ,Because of his teachings and Quaid e Azam&#39;s efforts&#44; Pakistan became independent
2081_38 ,A29T1GZFGRLWDM ,but the nation will always remember him as a great poet and philosopher,2081_39 ,A1WYSSW33M2FZ2 ,Who by presenting the concept of Pakistan &#44; gave the Muslims of the sub-continent a new hope for life.,2081_41 ,A19B5AHVCXP765 ,Poet of East Illama Iqbal owns sensitive heart and mind&#44; his poetry is alive poetry&#44; which will always be beacon of light for Muslims.,2081_42 ,A28Y0H55DSZ3NX ,Reason is Allama iqbal novels are read all over the world&#44;  Muslims also believe his novels&#44;his philisophy can   understood by any one.,2081_43 ,A19B5AHVCXP765 ,Iqbal gives revolutionary spirit to young generation&#44; and highlighted the greatness of Islam.,2081_44 ,A19B5AHVCXP765 ,Many of his books have translated in English&#44; German&#44; French&#44; Chinese&#44; Japanese and other languages.,2081_45 ,A28Y0H55DSZ3NX ,Because of this other country people also attracted.,2081_46 ,A19B5AHVCXP765 ,Illama Iqbal considered a great scholar without exaggeration.,2081_47 ,A19B5AHVCXP765 ,Technical intellectual analysis of the poems of Iqbal,2081_64 ,A1FB8PARGLYULX ,Allama Iqbal and Spirituality and mysticism
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
